"Timestamp","ความยินยอมในการใช้ข้อมูลส่วนบุคคล  ","1. เพศของท่าน","2. ช่วงอายุเเละช่วงวัย","3. สถานะการทำงานของท่าน","4. รายได้สุทธิเฉลี่ยต่อเดือน (หลังหักภาษี)","5. จำนวนสมาชิกในครอบครัวที่อยู่ในความดูเเลรับผิดชอบด้านค่าใช้จ่าย (รวมตัวท่าน) ","6. ภาระหนี้สินคงที่ต่อเดือน","7. ค่าใช้จ่ายด้านน้ำมันเเละการเดินทางเฉลี่ยต่อเดือน (บาท)","8. จำนวนผลิตภัณฑ์บัตรเครดิตหรือวงเงินสินเชื่อหมุนเวียนที่ถือครอง","9. ลักษณะการชำระหนี้บัตรเครดิตในรอบ 6 เดือนที่ผ่านมา"," 10. ความถี่ในการเลือกซื้อสินค้าตามความพึงพอใจ โดยไม่ได้วางเเผน","11. การถือครองทรัพย์สินหรือการลงทุน ","12. สภาพคล่องคงเหลือ (กรณีรายได้หยุด ชะงัก ท่านมีเงินสำรองอยู่ได้กี่เดือน?)","13. ในรอบ 1 ปีที่ผ่านมา ท่านเคยประสบสภาวะ ""หมุนเงินไม่ทัน"" จนต้องหยิบยืมเงินหรือไม่","14. หากเกิดเหตุฉุกเฉินที่ต้องใช้เงินก้อนทันที ท่านมีเเหล่งเงินทุนรองรับหรือไม่","15. ท่านมีความกังวลต่อสถานะทางการเงินของตนเองในปัจจุบันระดับใด","16. หากราคาน้ำมันเเละค่าครองชีพสูงขึ้น ร้อยละ 20 ท่านจะให้ความสำคัญกับการดำเนินการสิ่งใดมากที่สุด","17. ท่านมีความรู้ความเข้าใจด้านการวางเเผนการเงินเเละภาษี","18. ท่านมีสวัสดิการหรือประกันสุขภาพส่วนบุคคลที่เพียงพอต่อความเสี่ยง ในรูปแบบใดบ้าง "
"2026/05/04 9:42:36 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen Z (เกิดปี พ.ศ. 2541 - 2555 / อายุ 14 - 28 ปี)","นักเรียน/นักศึกษา","10,001 - 25,000 บาท","2 ท่าน","ไม่มีภาระหนี้สิน","500","ไม่มีบัตรเครดิตหรือวงเงินสินเชื่อ","ชำระเต็มจำนวน","1","มี 100% - 500% ของรายได้","3 - 6 เดือน","ไม่เคย","ขอความช่วยเหลือทางการเงินจากครอบครัว/ญาติ","1","เเสวงหารายได้เสริม","4","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
"2026/05/04 9:43:43 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen X (เกิดปี พ.ศ. 2508 - 2522 / อายุ 47 - 61 ปี)","พนักงานธุรกิจเอกชน","25,001 - 50,000 บาท","5 ท่านขึ้นไป","ร้อยละ 31 - 50 ของรายได้","4000","1 - 2 ใบ","ชำระขั้นต่ำบางส่วน","3","มีน้อยกว่า 100 % ของรายได้","1 - 3 เดือน","1 - 2 ครั้งต่อปี","ขอความช่วยเหลือทางการเงินจากครอบครัว/ญาติ","4","ปรับลดค่าใช้จ่ายที่จำเป็น","3","สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
"2026/05/04 9:44:36 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","พนักงานธุรกิจเอกชน","25,001 - 50,000 บาท","5 ท่านขึ้นไป","ต่ำกว่าร้อยละ 30 ของรายได้","500","1 - 2 ใบ","ชำระขั้นต่ำทุกงวด","1","มี 100% - 500% ของรายได้","1 - 3 เดือน","ไม่เคย","มีเงินเก็บส่วนตัวเพียงพอ","3","ปรับลดค่าใช้จ่ายที่จำเป็น","3","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
"2026/05/04 9:44:46 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen X (เกิดปี พ.ศ. 2508 - 2522 / อายุ 47 - 61 ปี)","แม่บ้าน/พ่อบ้าน","10,001 - 25,000 บาท","5 ท่านขึ้นไป","มากกว่าร้อยละ 50 ของรายได้","2000","ไม่มีบัตรเครดิตหรือวงเงินสินเชื่อ","ไม่มีบัตรเครดิต","4","ไม่มีการถือครอง","น้อยกว่า 1 เดือน","มากกว่า 2 ครั้ง","กู้ยืมเงินจากแหล่งนอกระบบ","5","ใช้สินเชื่อพยุงการใช้จ่าย","1","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท)"
"2026/05/04 9:45:58 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","พนักงานธุรกิจเอกชน","มากกว่า 50,000 บาท","2 ท่าน","ต่ำกว่าร้อยละ 30 ของรายได้","3000","1 - 2 ใบ","ชำระเต็มจำนวน","2","มี 100% - 500% ของรายได้","มากกว่า 6 เดือน","ไม่เคย","มีเงินเก็บส่วนตัวเพียงพอ","1","เเสวงหารายได้เสริม","5","สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท);กรมธรรม์ประกันภัยส่วนบุคคล (เช่น ประกันสุขภาพ/อุบัติเหตุ/ชีวิต ที่ซื้อเอง);การทำประกันเพื่อการออมหรือการลงทุน (เช่น ประกันสะสมทรัพย์, ประกันควบการลงทุน)"
"2026/05/04 9:46:30 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen Z (เกิดปี พ.ศ. 2541 - 2555 / อายุ 14 - 28 ปี)","ธุรกิจส่วนตัว / ค้าขาย / ฟรีแลนซ์","25,001 - 50,000 บาท","1 ท่าน (ดูเเลตนเองเพียงลำพัง)","ร้อยละ 31 - 50 ของรายได้","2000","ไม่มีบัตรเครดิตหรือวงเงินสินเชื่อ","ไม่มีบัตรเครดิต","5","มีมากกว่า 1,200% ของรายได้","1 - 3 เดือน","มากกว่า 2 ครั้ง","ใช้บัตรเครดิต / กดเงินสด / กู้ยืมสินเชื่อในระบบ","4","เเสวงหารายได้เสริม","4","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
"2026/05/04 9:47:45 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen X (เกิดปี พ.ศ. 2508 - 2522 / อายุ 47 - 61 ปี)","ธุรกิจส่วนตัว / ค้าขาย / ฟรีแลนซ์","มากกว่า 50,000 บาท","5 ท่านขึ้นไป","มากกว่าร้อยละ 50 ของรายได้","8000","3 - 4 ใบ","ชำระขั้นต่ำบางส่วน","4","มี 100% - 500% ของรายได้","1 - 3 เดือน","1 - 2 ครั้งต่อปี","ใช้บัตรเครดิต / กดเงินสด / กู้ยืมสินเชื่อในระบบ","4","ปรับลดค่าใช้จ่ายที่จำเป็น","3","กรมธรรม์ประกันภัยส่วนบุคคล (เช่น ประกันสุขภาพ/อุบัติเหตุ/ชีวิต ที่ซื้อเอง)"
"2026/05/04 9:48:13 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","ข้าราชการ/พนักงานรัฐวิสาหกิจ","ต่ำกว่า 10,000 บาท","2 ท่าน","ไม่มีภาระหนี้สิน","3000","ไม่มีบัตรเครดิตหรือวงเงินสินเชื่อ","ไม่มีบัตรเครดิต","4","ไม่มีการถือครอง","3 - 6 เดือน","ไม่เคย","มีเงินเก็บส่วนตัวเพียงพอ","4","เเสวงหารายได้เสริม","4","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
"2026/05/04 9:48:35 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen X (เกิดปี พ.ศ. 2508 - 2522 / อายุ 47 - 61 ปี)","แม่บ้าน/พ่อบ้าน","10,001 - 25,000 บาท","1 ท่าน (ดูเเลตนเองเพียงลำพัง)","ต่ำกว่าร้อยละ 30 ของรายได้","2000","1 - 2 ใบ","ชำระขั้นต่ำทุกงวด","4","มีน้อยกว่า 100 % ของรายได้","1 - 3 เดือน","ไม่เคย","ขอความช่วยเหลือทางการเงินจากครอบครัว/ญาติ","3","ปรับลดค่าใช้จ่ายที่จำเป็น","4","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
"2026/05/04 9:48:50 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen X (เกิดปี พ.ศ. 2508 - 2522 / อายุ 47 - 61 ปี)","ข้าราชการ/พนักงานรัฐวิสาหกิจ","25,001 - 50,000 บาท","3 ท่าน","ต่ำกว่าร้อยละ 30 ของรายได้","3000","1 - 2 ใบ","ชำระเต็มจำนวน","2","มี 100% - 500% ของรายได้","มากกว่า 6 เดือน","ไม่เคย","มีเงินเก็บส่วนตัวเพียงพอ","2","ปรับลดค่าใช้จ่ายที่จำเป็น","4","สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท);กรมธรรม์ประกันภัยส่วนบุคคล (เช่น ประกันสุขภาพ/อุบัติเหตุ/ชีวิต ที่ซื้อเอง);การทำประกันเพื่อการออมหรือการลงทุน (เช่น ประกันสะสมทรัพย์, ประกันควบการลงทุน)"
"2026/05/04 9:49:51 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen X (เกิดปี พ.ศ. 2508 - 2522 / อายุ 47 - 61 ปี)","พนักงานธุรกิจเอกชน","10,001 - 25,000 บาท","5 ท่านขึ้นไป","มากกว่าร้อยละ 50 ของรายได้","3000","1 - 2 ใบ","ชำระขั้นต่ำทุกงวด","5","ไม่มีการถือครอง","น้อยกว่า 1 เดือน","มากกว่า 2 ครั้ง","หยิบยืมจากเพื่อนหรือคนรู้จัก","5","ใช้สินเชื่อพยุงการใช้จ่าย","2","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท)"
"2026/05/04 9:50:55 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","ธุรกิจส่วนตัว / ค้าขาย / ฟรีแลนซ์","มากกว่า 50,000 บาท","1 ท่าน (ดูเเลตนเองเพียงลำพัง)","ต่ำกว่าร้อยละ 30 ของรายได้","4000","3 - 4 ใบ","ชำระเต็มจำนวน","2","มีมากกว่า 1,200% ของรายได้","มากกว่า 6 เดือน","ไม่เคย","มีเงินเก็บส่วนตัวเพียงพอ","1","เเสวงหารายได้เสริม","5","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);กรมธรรม์ประกันภัยส่วนบุคคล (เช่น ประกันสุขภาพ/อุบัติเหตุ/ชีวิต ที่ซื้อเอง);การทำประกันเพื่อการออมหรือการลงทุน (เช่น ประกันสะสมทรัพย์, ประกันควบการลงทุน)"
"2026/05/04 9:52:00 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen X (เกิดปี พ.ศ. 2508 - 2522 / อายุ 47 - 61 ปี)","ข้าราชการ/พนักงานรัฐวิสาหกิจ","มากกว่า 50,000 บาท","4 ท่าน","ร้อยละ 31 - 50 ของรายได้","5000","1 - 2 ใบ","ชำระเต็มจำนวน","3","มี 501% - 1,200% ของรายได้","3 - 6 เดือน","ไม่เคย","มีเงินเก็บส่วนตัวเพียงพอ","3","ปรับลดค่าใช้จ่ายที่จำเป็น","4","สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท);กรมธรรม์ประกันภัยส่วนบุคคล (เช่น ประกันสุขภาพ/อุบัติเหตุ/ชีวิต ที่ซื้อเอง);การทำประกันเพื่อการออมหรือการลงทุน (เช่น ประกันสะสมทรัพย์, ประกันควบการลงทุน)"
"2026/05/04 9:53:09 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen Z (เกิดปี พ.ศ. 2541 - 2555 / อายุ 14 - 28 ปี)","ข้าราชการ/พนักงานรัฐวิสาหกิจ","25,001 - 50,000 บาท","3 ท่าน","ต่ำกว่าร้อยละ 30 ของรายได้","600","ไม่มีบัตรเครดิตหรือวงเงินสินเชื่อ","ชำระเต็มจำนวน","4","มีน้อยกว่า 100 % ของรายได้","1 - 3 เดือน","1 - 2 ครั้งต่อปี","ขอความช่วยเหลือทางการเงินจากครอบครัว/ญาติ","3","ใช้สินเชื่อพยุงการใช้จ่าย","4","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);การทำประกันเพื่อการออมหรือการลงทุน (เช่น ประกันสะสมทรัพย์, ประกันควบการลงทุน)"
"2026/05/04 9:54:07 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen X (เกิดปี พ.ศ. 2508 - 2522 / อายุ 47 - 61 ปี)","ธุรกิจส่วนตัว / ค้าขาย / ฟรีแลนซ์","25,001 - 50,000 บาท","2 ท่าน","ไม่มีภาระหนี้สิน","6500","3 - 4 ใบ","ชำระเต็มจำนวน","3","มีน้อยกว่า 100 % ของรายได้","1 - 3 เดือน","ไม่เคย","มีเงินเก็บส่วนตัวเพียงพอ","3","ปรับลดค่าใช้จ่ายที่จำเป็น","4","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
"2026/05/04 10:00:26 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","ธุรกิจส่วนตัว / ค้าขาย / ฟรีแลนซ์","25,001 - 50,000 บาท","2 ท่าน","มากกว่าร้อยละ 50 ของรายได้","3000","3 - 4 ใบ","ชำระขั้นต่ำบางส่วน","4","มีน้อยกว่า 100 % ของรายได้","1 - 3 เดือน","1 - 2 ครั้งต่อปี","ใช้บัตรเครดิต / กดเงินสด / กู้ยืมสินเชื่อในระบบ","4","เเสวงหารายได้เสริม","3","กรมธรรม์ประกันภัยส่วนบุคคล (เช่น ประกันสุขภาพ/อุบัติเหตุ/ชีวิต ที่ซื้อเอง)"
"2026/05/04 10:01:33 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","ข้าราชการ/พนักงานรัฐวิสาหกิจ","10,001 - 25,000 บาท","3 ท่าน","ร้อยละ 31 - 50 ของรายได้","2500","1 - 2 ใบ","ชำระเต็มจำนวน","3","มีน้อยกว่า 100 % ของรายได้","น้อยกว่า 1 เดือน","1 - 2 ครั้งต่อปี","ขอความช่วยเหลือทางการเงินจากครอบครัว/ญาติ","3","ปรับลดค่าใช้จ่ายที่จำเป็น","3","สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
"2026/05/04 10:04:14 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","พนักงานธุรกิจเอกชน","25,001 - 50,000 บาท","5 ท่านขึ้นไป","ร้อยละ 31 - 50 ของรายได้","4500","1 - 2 ใบ","ชำระขั้นต่ำบางส่วน","3","มีน้อยกว่า 100 % ของรายได้","1 - 3 เดือน","1 - 2 ครั้งต่อปี","ใช้บัตรเครดิต / กดเงินสด / กู้ยืมสินเชื่อในระบบ","5","เเสวงหารายได้เสริม","3","สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
"2026/05/04 10:05:30 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","ข้าราชการ/พนักงานรัฐวิสาหกิจ","ต่ำกว่า 10,000 บาท","1 ท่าน (ดูเเลตนเองเพียงลำพัง)","มากกว่าร้อยละ 50 ของรายได้","4000","1 - 2 ใบ","ชำระเต็มจำนวน","5","มี 100% - 500% ของรายได้","1 - 3 เดือน","1 - 2 ครั้งต่อปี","มีเงินเก็บส่วนตัวเพียงพอ","3","ปรับลดค่าใช้จ่ายที่จำเป็น","3","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
"2026/05/04 10:07:05 PM GMT+7","รับทราบเเละยินยอม","LGBTQ+","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","แม่บ้าน/พ่อบ้าน","10,001 - 25,000 บาท","2 ท่าน","ต่ำกว่าร้อยละ 30 ของรายได้","2000","1 - 2 ใบ","ชำระขั้นต่ำบางส่วน","4","มีน้อยกว่า 100 % ของรายได้","น้อยกว่า 1 เดือน","1 - 2 ครั้งต่อปี","ขอความช่วยเหลือทางการเงินจากครอบครัว/ญาติ","4","ปรับลดค่าใช้จ่ายที่จำเป็น","2","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท)"
"2026/05/04 10:08:39 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","พนักงานธุรกิจเอกชน","25,001 - 50,000 บาท","3 ท่าน","ร้อยละ 31 - 50 ของรายได้","3500","1 - 2 ใบ","ชำระเต็มจำนวน","3","มีน้อยกว่า 100 % ของรายได้","1 - 3 เดือน","ไม่เคย","มีเงินเก็บส่วนตัวเพียงพอ","3","ปรับลดค่าใช้จ่ายที่จำเป็น","3","สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท);กรมธรรม์ประกันภัยส่วนบุคคล (เช่น ประกันสุขภาพ/อุบัติเหตุ/ชีวิต ที่ซื้อเอง)"
"2026/05/04 10:09:34 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen X (เกิดปี พ.ศ. 2508 - 2522 / อายุ 47 - 61 ปี)","ธุรกิจส่วนตัว / ค้าขาย / ฟรีแลนซ์","25,001 - 50,000 บาท","4 ท่าน","มากกว่าร้อยละ 50 ของรายได้","5000","3 - 4 ใบ","ชำระขั้นต่ำบางส่วน","4","มี 100% - 500% ของรายได้","น้อยกว่า 1 เดือน","1 - 2 ครั้งต่อปี","ใช้บัตรเครดิต / กดเงินสด / กู้ยืมสินเชื่อในระบบ","5","เเสวงหารายได้เสริม","2","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);กรมธรรม์ประกันภัยส่วนบุคคล (เช่น ประกันสุขภาพ/อุบัติเหตุ/ชีวิต ที่ซื้อเอง)"
"2026/05/04 10:10:32 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","ข้าราชการ/พนักงานรัฐวิสาหกิจ","มากกว่า 50,000 บาท","2 ท่าน","ต่ำกว่าร้อยละ 30 ของรายได้","4000","3 - 4 ใบ","ชำระเต็มจำนวน","2","มี 501% - 1,200% ของรายได้","มากกว่า 6 เดือน","ไม่เคย","มีเงินเก็บส่วนตัวเพียงพอ","2","ปรับลดเงินออม","4","สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท);การทำประกันเพื่อการออมหรือการลงทุน (เช่น ประกันสะสมทรัพย์, ประกันควบการลงทุน)"
"2026/05/04 10:11:44 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen X (เกิดปี พ.ศ. 2508 - 2522 / อายุ 47 - 61 ปี)","แม่บ้าน/พ่อบ้าน","10,001 - 25,000 บาท","5 ท่านขึ้นไป","ร้อยละ 31 - 50 ของรายได้","2000","ไม่มีบัตรเครดิตหรือวงเงินสินเชื่อ","ไม่มีบัตรเครดิต","1","ไม่มีการถือครอง","น้อยกว่า 1 เดือน","มากกว่า 2 ครั้ง","หยิบยืมจากเพื่อนหรือคนรู้จัก","4","ปรับลดค่าใช้จ่ายที่จำเป็น","1","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท)"
"2026/05/04 10:12:40 PM GMT+7","รับทราบเเละยินยอม","LGBTQ+","Gen Z (เกิดปี พ.ศ. 2541 - 2555 / อายุ 14 - 28 ปี)","พนักงานธุรกิจเอกชน","10,001 - 25,000 บาท","1 ท่าน (ดูเเลตนเองเพียงลำพัง)","มากกว่าร้อยละ 50 ของรายได้","2500","1 - 2 ใบ","ชำระขั้นต่ำทุกงวด","5","มีน้อยกว่า 100 % ของรายได้","น้อยกว่า 1 เดือน","1 - 2 ครั้งต่อปี","ใช้บัตรเครดิต / กดเงินสด / กู้ยืมสินเชื่อในระบบ","4","ใช้สินเชื่อพยุงการใช้จ่าย","2","สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
"2026/05/04 10:14:56 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","พนักงานธุรกิจเอกชน","25,001 - 50,000 บาท","1 ท่าน (ดูเเลตนเองเพียงลำพัง)","มากกว่าร้อยละ 50 ของรายได้","6000","5 ใบขึ้นไป","ชำระขั้นต่ำทุกงวด","5","มีน้อยกว่า 100 % ของรายได้","น้อยกว่า 1 เดือน","1 - 2 ครั้งต่อปี","ใช้บัตรเครดิต / กดเงินสด / กู้ยืมสินเชื่อในระบบ","4","ใช้สินเชื่อพยุงการใช้จ่าย","2","สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท);กรมธรรม์ประกันภัยส่วนบุคคล (เช่น ประกันสุขภาพ/อุบัติเหตุ/ชีวิต ที่ซื้อเอง)"
"2026/05/04 10:15:54 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen X (เกิดปี พ.ศ. 2508 - 2522 / อายุ 47 - 61 ปี)","ข้าราชการ/พนักงานรัฐวิสาหกิจ","มากกว่า 50,000 บาท","3 ท่าน","ไม่มีภาระหนี้สิน","3000","1 - 2 ใบ","ชำระเต็มจำนวน","2","มี 501% - 1,200% ของรายได้","มากกว่า 6 เดือน","ไม่เคย","มีเงินเก็บส่วนตัวเพียงพอ","1","ปรับลดค่าใช้จ่ายที่จำเป็น","4","สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท);กรมธรรม์ประกันภัยส่วนบุคคล (เช่น ประกันสุขภาพ/อุบัติเหตุ/ชีวิต ที่ซื้อเอง);การทำประกันเพื่อการออมหรือการลงทุน (เช่น ประกันสะสมทรัพย์, ประกันควบการลงทุน)"
"2026/05/04 10:16:00 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","พนักงานธุรกิจเอกชน","10,001 - 25,000 บาท","1 ท่าน (ดูเเลตนเองเพียงลำพัง)","มากกว่าร้อยละ 50 ของรายได้","8000","ไม่มีบัตรเครดิตหรือวงเงินสินเชื่อ","ไม่มีบัตรเครดิต","3","มี 100% - 500% ของรายได้","น้อยกว่า 1 เดือน","มากกว่า 2 ครั้ง","หยิบยืมจากเพื่อนหรือคนรู้จัก","5","เเสวงหารายได้เสริม","3","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);กรมธรรม์ประกันภัยส่วนบุคคล (เช่น ประกันสุขภาพ/อุบัติเหตุ/ชีวิต ที่ซื้อเอง)"
"2026/05/04 10:16:49 PM GMT+7","รับทราบเเละยินยอม","LGBTQ+","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","ธุรกิจส่วนตัว / ค้าขาย / ฟรีแลนซ์","ต่ำกว่า 10,000 บาท","2 ท่าน","ร้อยละ 31 - 50 ของรายได้","1500","ไม่มีบัตรเครดิตหรือวงเงินสินเชื่อ","ไม่มีบัตรเครดิต","3","มีน้อยกว่า 100 % ของรายได้","น้อยกว่า 1 เดือน","มากกว่า 2 ครั้ง","กู้ยืมเงินจากแหล่งนอกระบบ","5","เเสวงหารายได้เสริม","2","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท)"
"2026/05/04 10:18:03 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen X (เกิดปี พ.ศ. 2508 - 2522 / อายุ 47 - 61 ปี)","ธุรกิจส่วนตัว / ค้าขาย / ฟรีแลนซ์","มากกว่า 50,000 บาท","4 ท่าน","ต่ำกว่าร้อยละ 30 ของรายได้","8000","5 ใบขึ้นไป","ชำระเต็มจำนวน","4","มีมากกว่า 1,200% ของรายได้","มากกว่า 6 เดือน","ไม่เคย","มีเงินเก็บส่วนตัวเพียงพอ","2","ปรับลดเงินออม","5","กรมธรรม์ประกันภัยส่วนบุคคล (เช่น ประกันสุขภาพ/อุบัติเหตุ/ชีวิต ที่ซื้อเอง);การทำประกันเพื่อการออมหรือการลงทุน (เช่น ประกันสะสมทรัพย์, ประกันควบการลงทุน)"
"2026/05/04 10:19:05 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","พนักงานธุรกิจเอกชน","10,001 - 25,000 บาท","3 ท่าน","ร้อยละ 31 - 50 ของรายได้","2000","1 - 2 ใบ","ชำระขั้นต่ำบางส่วน","3","ไม่มีการถือครอง","1 - 3 เดือน","1 - 2 ครั้งต่อปี","ขอความช่วยเหลือทางการเงินจากครอบครัว/ญาติ","4","ปรับลดค่าใช้จ่ายที่จำเป็น","3","สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
"2026/05/04 10:19:16 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","ธุรกิจส่วนตัว / ค้าขาย / ฟรีแลนซ์","ต่ำกว่า 10,000 บาท","3 ท่าน","ต่ำกว่าร้อยละ 30 ของรายได้","9500","1 - 2 ใบ","ชำระขั้นต่ำทุกงวด","3","มีน้อยกว่า 100 % ของรายได้","3 - 6 เดือน","มากกว่า 2 ครั้ง","มีเงินเก็บส่วนตัวเพียงพอ","5","เเสวงหารายได้เสริม","4","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
